country,company_name,event_rows,current_mapping_status,current_matched_name,top_candidate_source,top_candidate_code,top_candidate_name,top_candidate_score,top_candidate_note,manual_instruction
TAIWAN,INTEGRATED MEMORY LOGIC,1,needs_review,,TPEx EN deListed official,3416,WinMate Communication INC.,0.4545,delist_date=2015-01-23,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PROSPERITY DIELECT CO LT,2,needs_review,,TPEx EN deListed official,4947,On-Bright Electronics Incorporated,0.4762,delist_date=2020-05-28,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,RUENTEX ENGIN & CONST,3,needs_review,,TPEx EN deListed official,5384,GENUINE C&C INC.,0.5263,delist_date=2017-09-01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,TAIWAN PROSPERITY CHEMIC,2,needs_review,,TPEx EN deListed official,4722,QUALIPOLY CHEMICAL CORP.,0.5714,delist_date=2012-08-15,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SOLELYTEX INDUSTRIAL,1,needs_review,,TPEx EN deListed official,1333,"Entery Industrial Co., Ltd.",0.7568,delist_date=2020-11-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,WELLYPOWER OPTRONICS,1,needs_review,,TPEx EN deListed official,8261,Advanced Power Electronics Corp,0.6087,delist_date=2009-12-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ILI TECHNOLOGY CORP,2,needs_review,,TPEx EN deListed official,3291,Feeling Technology Corp.,0.8125,delist_date=2016-10-06,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SAN CHIH SEMICONDUCTOR,1,needs_review,,TPEx EN deListed official,5466,ThaiLin Semiconductor Corp.,0.7442,delist_date=2015-06-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,YEONG GUAN ENERGY GROUP,2,needs_review,,TWSE EN suspendListing official,9157,Solargiga Energy Holdings Limited,0.6667,delist_date=2019/11/12,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ADVANCED INT'L MULTITECH,1,needs_review,,TPEx EN deListed official,5491,ADVANCED-CONNECTEK INC.,0.5714,delist_date=2017-12-29,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,LAND MARK OPTOELECTRS,1,needs_review,,TPEx EN deListed official,8261,Advanced Power Electronics Corp,0.5532,delist_date=2009-12-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PHARMALLY INTL HLDG,1,needs_review,,TWSE EN suspendListing official,6452,Pharmally International Holding Company Limited,0.6667,delist_date=2021/04/01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SUNNY FRIEND ENV TECH,2,needs_review,,TWSE EN suspendListing official,911610,United Envirotech,0.6842,delist_date=2014/01/28,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,EASTERN MEDIA INTL,1,needs_review,,TPEx EN deListed official,5605,Far Eastern Air Transport Corporation,0.5581,delist_date=2008-10-20,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,FOXSEMICON INTGR TECH,1,needs_review,,TPEx EN deListed official,5007,SAN SHING FASTECH CORP.,0.5789,delist_date=2011-09-16,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,HUNG POO REAL ESTATE DEV,1,needs_review,,TPEx EN deListed official,5818,BANK OF OVERSEAS CHINESE,0.4583,delist_date=2007-12-01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
