country,company_name,stock_code,matched_name,mapping_status,mapping_score,mapping_source,verification_basis,event_rows
TAIWAN,ECHEM SOLUTIONS,4749,"Advanced Echem Materials Co., formerly eChem Solutions Corp. / 泓德能源? AEMC",verified_tw_yahoo_google_round8c,0.95,"Round8c web/Yahoo/Google evidence: MarketScreener/CreditRiskMonitor say Advanced Echem Materials 4749, formerly eChem Solutions Corp.",broader_web_yahoo_google_after_user_feedback,1
TAIWAN,CHINA HI MENT,1103,Chia Hsin Cement Corporation / 嘉泥,verified_tw_yahoo_google_round8c,0.95,Round8c web/Yahoo/Google evidence: Google/Yahoo/Cnyes show Chia Hsin Cement Corporation code 1103; MSCI name appears abbreviated/misparsed.,broader_web_yahoo_google_after_user_feedback,1
TAIWAN,TAIWAN PROSPERITY CHEMIC,4725,Taiwan Prosperity Chemical Corporation / 台灣神隆? TPC,verified_tw_historical_round8c,0.95,Round8c web/Yahoo/Google evidence: TWSE factbook delisting table shows Taiwan Prosperity Chemical Corporation code 4725.,broader_web_yahoo_google_after_user_feedback,2
TAIWAN,SOLELYTEX INDUSTRIAL,1471,Solytech Enterprise Corporation / 首利,verified_tw_yahoo_google_round8c,0.95,Round8c web/Yahoo/Google evidence: Solytech annual report says Stock Code 1471; company profile confirms Solytech Enterprise Corp.,broader_web_yahoo_google_after_user_feedback,1
TAIWAN,WELLYPOWER OPTRONICS,3080,Wellypower Optronics Corp. / 威力盟,verified_tw_historical_round8c,0.95,Round8c web/Yahoo/Google evidence: PatSnap/Discovery and Taipei Times show Wellypower Optronics stock symbol 3080; historical OTC/TSE transfer.,broader_web_yahoo_google_after_user_feedback,1
TAIWAN,ILI TECHNOLOGY CORP,3598,ILI Technology Corp. / 奕力科技,verified_tw_historical_round8c,0.95,Round8c web/Yahoo/Google evidence: TEDC stock table lists ILI TECHNOLOGY CORP. as S3598 / 3598; company registry confirms English name.,broader_web_yahoo_google_after_user_feedback,2
TAIWAN,SAN CHIH SEMICONDUCTOR,3579,"San Chih Semiconductor Co., Ltd. / 尚志半導體",verified_tw_historical_round8c,0.95,Round8c web/Yahoo/Google evidence: TEDC stock table lists San Chih Semiconductor as S3579; company site/EMIS confirm name.,broader_web_yahoo_google_after_user_feedback,1
TAIWAN,YEONG GUAN ENERGY GROUP,1589,"Yeong Guan Energy Technology Group Co., Ltd. / 永冠-KY",verified_tw_yahoo_google_round8c,0.95,Round8c web/Yahoo/Google evidence: Reuters/ISIN pages show Yeong Guan Energy Technology Group code 1589 / 1589.TW.,broader_web_yahoo_google_after_user_feedback,2
TAIWAN,PHARMALLY INTL HLDG,6452,Pharmally International Holding Company Limited / 康友-KY,verified_tw_historical_round8c,0.95,Round8c web/Yahoo/Google evidence: TWSE factbook delisting table and GBI/Twincn show Pharmally code 6452.,broader_web_yahoo_google_after_user_feedback,1
TAIWAN,HUNG POO REAL ESTATE DEV,2536,"Hong Pu / Hung Poo Real Estate Development Co., Ltd. / 宏普",verified_tw_yahoo_google_round8c,0.95,Round8c web/Yahoo/Google evidence: Yahoo/MarketScreener/TradingView show Hong Pu/Hung Poo Real Estate Development code 2536.,broader_web_yahoo_google_after_user_feedback,1
