country,company_name,event_rows,current_mapping_status,current_matched_name,top_candidate_source,top_candidate_code,top_candidate_name,top_candidate_score,top_candidate_note,manual_instruction
TAIWAN,CHIMEI MATERIALS TECH,2,needs_review,,TPEx EN deListed official,3229,"CHEER TIME ENTERPRISE CO., LTD",0.5714,delist_date=2009-12-31,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,MITAC INTERNATIONAL,1,needs_review,,TPEx EN deListed official,5306,KMC (KUEI MENG) INTERNATIONAL INC.,0.8889,delist_date=2022-03-08,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SKYMEDI,2,needs_review,,TPEx EN deListed official,4803,VHQ MEDIA HOLDINGS LTD,0.5,delist_date=2021-12-27,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,KAI CHIEH INTL INV,2,needs_review,,TWSE EN suspendListing official,6131,AC&C INT'L,0.5,delist_date=2021/07/05,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,KOBIN ENVIRONMNTL ENTER,1,needs_review,,TPEx EN deListed official,8476,"TAIWAN ENVIRONMENT SCIENTIFIC CO., LTD.",0.5333,delist_date=2023-10-31,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,CANDO CORP,2,needs_review,,TWSE EN suspendListing official,4144,Coland Holdings Limited,0.7273,delist_date=2020/10/30,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,JENN FENG NEW ENERGY CO,1,needs_review,,TPEx EN deListed official,5521,KUNG SING ENGINEERING CORPORATION,0.5405,delist_date=2012-12-18,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,GALLOP NO 1 REIT,1,needs_review,,TWSE EN suspendListing official,1469,LILONTEX,0.4167,delist_date=2018/07/11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,KMC (KUEI MENG) INT'L,1,needs_review,,TPEx EN deListed official,5306,KMC (KUEI MENG) INTERNATIONAL INC.,0.6154,delist_date=2022-03-08,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,AVY PRECISION TECH,2,needs_review,,TPEx EN deListed official,5318,"VERTEX PRECISION ELECTRONICS, INC.",0.6087,delist_date=2012-11-06,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PAN JIT INTERNATIONAL,2,needs_review,,TPEx EN deListed official,1566,"JaBon International Co.,Ltd.",0.8,delist_date=2019-07-31,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,TAIWAN PULP & PAPER CO,2,needs_review,,TPEx EN deListed official,9946,San Far Property Limited,0.4667,delist_date=2013-09-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ADVANCED LITH ELCTROCHM,1,needs_review,,TPEx EN deListed official,8261,Advanced Power Electronics Corp,0.6939,delist_date=2009-12-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,CHAMPION BUILDING MATRLS,2,needs_review,,TPEx EN deListed official,8070,CHANG WAH ELECTRONMATERIALS INC.,0.4706,delist_date=2007-12-31,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SHIHLIN ELECTRIC & ENGR,2,needs_review,,TPEx EN deListed official,6152,Prime Electronics & Satellitics Inc.,0.5517,delist_date=2009-12-08,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,GENIUS ELECTR OPTICAL,2,needs_review,,TPEx EN deListed official,8287,"ENG ELECTRIC CO., LTD.",0.6667,delist_date=2020-05-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,GREEN ENERGY TECHNOLOGY,1,needs_review,,TPEx EN deListed official,6243,ENE Technology Inc.,0.7568,delist_date=2009-12-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,E-TON SOLAR TECH,1,needs_review,,TPEx EN deListed official,3562,TYNSOLAR CORPORATION,0.5833,delist_date=2020-02-27,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,TAIWAN PCB TECHVEST CO,1,needs_review,,TPEx EN deListed official,5480,"T-MAC TECHVEST PCB CO., LTD.",0.6667,delist_date=2019-03-29,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,CHUNG HSIN ELEC & MACH,2,needs_review,,TPEx EN deListed official,1408,"CHUNG SHING TEXTILE CO.,LTD",0.6047,delist_date=2006-11-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,LITE-ON SEMICONDUCTOR,2,needs_review,,TPEx EN deListed official,5466,ThaiLin Semiconductor Corp.,0.8095,delist_date=2015-06-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,MARKETECH INTL CORP,1,needs_review,,TPEx EN deListed official,3296,"POWERTECH INDUSTRIAL CO., LTD.",0.5882,delist_date=2007-12-31,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ITE TECHNOLOGY,2,needs_review,,TPEx EN deListed official,6110,"Everelite Technology Co.,Ltd.",1.0,delist_date=2008-10-21,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,UNIZYX HOLDING,3,needs_review,,TWSE EN suspendListing official,2499,Unity,0.7273,delist_date=2020/11/10,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,OPTOTECH CORP,1,needs_review,,TPEx EN deListed official,3164,GenMont Biotech Inc.,0.6087,delist_date=2010-03-22,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,RUENTEX ENGR & CONST,1,needs_review,,TPEx EN deListed official,5384,GENUINE C&C INC.,0.5405,delist_date=2017-09-01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,JIH SUN FINANCIAL,1,needs_review,,TPEx EN deListed official,5820,"JIHSUN FINANCIAL HOLDING CO., LTD.",0.9697,delist_date=2022-11-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ECHEM SOLUTIONS,1,needs_review,,TPEx EN deListed official,6164,LEDTECH ELECTRONICS CORP.,0.5294,delist_date=2008-10-21,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,GALLANT PREC MACHINING,2,needs_review,,TPEx EN deListed official,5492,"MANZ INTECH MACHINES CO., LTD",0.5714,delist_date=2009-10-30,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,KMC (KUEI MENG) INTL,1,needs_review,,TPEx EN deListed official,5306,KMC (KUEI MENG) INTERNATIONAL INC.,0.64,delist_date=2022-03-08,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,CHINA HI MENT,1,needs_review,,TPEx EN deListed official,1107,"CHIEN TAI CEMENT CO., LTD.",0.7586,delist_date=2012-06-07,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SOLARTECH ENERGY CORP,1,needs_review,,TWSE EN suspendListing official,9157,Solargiga Energy Holdings Limited,0.75,delist_date=2019/11/12,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,WONTEN TECHNOLOGY CO,1,needs_review,,TPEx EN deListed official,6243,ENE Technology Inc.,0.8387,delist_date=2009-12-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,RALINK TECHNOLOGY CORP,1,needs_review,,TPEx EN deListed official,3369,"TAK TECHNOLOGY CO., LTD",0.8387,delist_date=2008-12-01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,HOLDKEY ELECTRIC WIRE,2,needs_review,,TPEx EN deListed official,5349,BOARDTEK ELECTRONICS COR.,0.6222,delist_date=2020-11-04,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,CATHAY NO 1 REIT,1,needs_review,,TPEx EN deListed official,6024,Capital Futures Corp.,0.4516,delist_date=2017-10-16,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,YUNGSHIN CONSTR & DEVLPT,1,needs_review,,TPEx EN deListed official,5519,LongDa Construction & Development Corporation,0.6557,delist_date=2014-02-10,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,INTEGRATED MEMORY LOGIC,1,needs_review,,TPEx EN deListed official,3416,WinMate Communication INC.,0.4545,delist_date=2015-01-23,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PC HOME ONLINE,2,needs_review,,TPEx EN deListed official,4965,PCHOMESTORE INC.,0.64,delist_date=2018-06-22,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PROSPERITY DIELECT CO LT,2,needs_review,,TPEx EN deListed official,4947,On-Bright Electronics Incorporated,0.4762,delist_date=2020-05-28,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,RUENTEX ENGIN & CONST,3,needs_review,,TPEx EN deListed official,5384,GENUINE C&C INC.,0.5263,delist_date=2017-09-01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,TAIWAN PROSPERITY CHEMIC,2,needs_review,,TPEx EN deListed official,4722,QUALIPOLY CHEMICAL CORP.,0.5714,delist_date=2012-08-15,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,MAGLAYERS SCIENTIFIC TE,1,needs_review,,TPEx EN deListed official,3068,"MAG.LAYERS Scientific-Technics Co.,Ltd.",0.8679,delist_date=2018-06-13,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SOLELYTEX INDUSTRIAL,1,needs_review,,TPEx EN deListed official,1333,"Entery Industrial Co., Ltd.",0.7568,delist_date=2020-11-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,WELLYPOWER OPTRONICS,1,needs_review,,TPEx EN deListed official,8261,Advanced Power Electronics Corp,0.6087,delist_date=2009-12-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ILI TECHNOLOGY CORP,2,needs_review,,TPEx EN deListed official,3291,Feeling Technology Corp.,0.8125,delist_date=2016-10-06,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,TRANSASIA AIRWAYS,2,needs_review,,TPEx EN deListed official,3562,TYNSOLAR CORPORATION,0.4,delist_date=2020-02-27,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,J TOUCH CORP,1,needs_review,,TWSE EN suspendListing official,3584,JTouch,0.9231,delist_date=2016/08/03,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SAN CHIH SEMICONDUCTOR,1,needs_review,,TPEx EN deListed official,5466,ThaiLin Semiconductor Corp.,0.7442,delist_date=2015-06-17,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,YEONG GUAN ENERGY GROUP,2,needs_review,,TWSE EN suspendListing official,9157,Solargiga Energy Holdings Limited,0.6667,delist_date=2019/11/12,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ADVANCED INT'L MULTITECH,1,needs_review,,TPEx EN deListed official,5491,ADVANCED-CONNECTEK INC.,0.5714,delist_date=2017-12-29,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,CHINA CHEM & PHARM CO,1,needs_review,,TPEx EN deListed official,1107,"CHIEN TAI CEMENT CO., LTD.",0.5556,delist_date=2012-06-07,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ADV WIRELESS SC,3,needs_review,,TPEx EN deListed official,8261,Advanced Power Electronics Corp,0.4878,delist_date=2009-12-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,LAND MARK OPTOELECTRS,1,needs_review,,TPEx EN deListed official,8261,Advanced Power Electronics Corp,0.5532,delist_date=2009-12-11,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PHARMALLY INTL HLDG,1,needs_review,,TWSE EN suspendListing official,6452,Pharmally International Holding Company Limited,0.6667,delist_date=2021/04/01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,SUNNY FRIEND ENV TECH,2,needs_review,,TWSE EN suspendListing official,911610,United Envirotech,0.6842,delist_date=2014/01/28,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,ADV LITHIUM ELECTROCHEM,1,needs_review,,TPEx EN deListed official,6226,"Para Light Electronics Co., Ltd.",0.6222,delist_date=2008-11-10,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,EASTERN MEDIA INTL,1,needs_review,,TPEx EN deListed official,5605,Far Eastern Air Transport Corporation,0.5581,delist_date=2008-10-20,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,FOXSEMICON INTGR TECH,1,needs_review,,TPEx EN deListed official,5007,SAN SHING FASTECH CORP.,0.5789,delist_date=2011-09-16,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,HUNG POO REAL ESTATE DEV,1,needs_review,,TPEx EN deListed official,5818,BANK OF OVERSEAS CHINESE,0.4583,delist_date=2007-12-01,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
TAIWAN,PRINCE HOUSING DEV,1,needs_review,,TWSE EN suspendListing official,1729,PIHSIANG,0.5385,delist_date=2018/01/02,Please verify historical TWSE/TPEx stock code from MOPS/TWSE/TPEx/company IR; fill stock_code if confirmed.
